"","player_name","total_points","total_rebounds","assists","steals","blocks","missed_field_goals","missed_free_throws","turnovers","games_played","Efficiency_index","salary","position"
"400","Reggie Jackson",1489,253,492,59,11,-704,-46,223,79,2.97657821655681,1.4e+07,"PG"
"401","Aaron Brooks",491,101,180,30,10,-281,-15,82,69,1.40735149618122,2e+06,"PG"
"402","Derrick Rose",1080,225,311,44,14,-601,-37,175,66,2.61906650481224,20093063,"PG"
"403","Ramon Sessions",810,203,239,46,5,-312,-69,115,82,1.4765261909002,2170465,"PG"
"404","John Wall",1531,379,789,145,59,-777,-72,318,77,5.77517428663052,15851950,"PG"
"405","Keith Appling",6,1,1,1,0,-6,0,3,5,0.351403333265119,161776,"PG"
"406","Brandon Jennings",175,50,100,18,5,-102,-10,35,25,1.95289959510286,8344497,"PG"
"407","Shabazz Napier",203,55,97,23,1,-133,-12,46,55,0.863594607678577,1294440,"PG"
"408","Elfrid Payton",778,261,468,89,20,-412,-78,177,73,3.03045026613556,2505720,"PG"
"409","C.J. Watson",142,66,88,19,5,-90,-5,25,33,1.55814817430898,5e+06,"PG"
"410","Giannis Antetokounmpo",1350,612,345,94,113,-500,-113,208,80,5.36684432576839,1953960,"PG"
"411","Michael Carter-Williams",623,276,281,80,41,-304,-56,153,54,4.31512115064878,2399040,"PG"
"412","Tyler Ennis",206,75,95,25,1,-103,-9,46,46,1.31035745292747,1662360,"PG"
"413","Greivis Vasquez",130,47,91,10,0,-93,-4,40,23,1.72448706616873,6600000,"PG"
"414","Jose Calderon",544,229,299,63,7,-246,-6,87,72,2.53440376563923,7402812,"PG"
"415","Langston Galloway",625,288,207,77,22,-357,-28,61,82,2.13945546584655,845059,"PG"
"416","Jerian Grant",426,143,177,50,10,-237,-27,87,76,1.51817206798769,1572360,"PG"
"417","Jarrett Jack",411,136,236,34,7,-218,-12,94,32,3.87618082589966,6300000,"PG"
"418","Shane Larkin",566,180,342,95,12,-280,-24,146,78,2.69545461940277,1500000,"PG"
"419","Donald Sloan",424,173,268,32,4,-196,-26,80,61,1.97230985832198,1015421,"PG"
"420","Kendall Marshall",111,28,73,16,2,-75,-4,43,30,1.37949425182697,2144722,"PG"
"421","T.J. McConnell",493,250,367,95,10,-246,-15,140,81,2.88991293237092,525093,"PG"
"422","Phil Pressey",55,23,46,11,1,-34,-9,19,14,1.46009599780128,172739,"PG"
"423","Ish Smith",733,213,348,64,18,-440,-44,130,50,3.46125984836432,1100602,"PG"
"424","Tony Wroten",67,21,20,3,0,-43,-17,29,8,0.795486288892207,2179354,"PG"
"425","Stephen Curry",2375,430,527,169,15,-793,-37,262,79,5.399547112935,11370786,"PG"
"426","Shaun Livingston",488,169,237,57,27,-176,-13,78,78,2.29303978654898,5543725,"PG"
"427","Ray McCallum",68,31,33,5,4,-40,-1,11,31,0.764651680763175,947276,"PG"
"428","Andre Miller",56,27,29,7,0,-25,-4,12,13,1.33185449977302,396844,"PG"
"429","Patrick Mills",690,158,226,59,6,-352,-11,76,81,1.66801017950862,3578947,"PG"
"430","Tony Parker",857,176,379,54,11,-360,-41,131,72,2.40876157685418,13437500,"PG"
"431","Cameron Payne",283,85,108,36,6,-164,-5,44,57,1.35872486679687,2021520,"PG"
"432","Russell Westbrook",1878,626,834,163,20,-788,-108,342,80,5.90806203218902,16744218,"PG"
"433","Chris Paul",1446,310,738,152,13,-599,-34,194,74,4.89086173928654,21468696,"PG"
"434","Pablo Prigioni",145,114,130,53,1,-92,-1,49,59,1.68463210054634,981348,"PG"
"435","Tim Frazier",51,39,42,10,1,-40,-7,27,35,0.765723890290515,845059,"PG"
"436","Damian Lillard",1879,302,512,65,28,-856,-50,242,75,3.79208888819512,4236287,"PG"
"437","Brian Roberts",60,12,16,3,1,-27,-2,7,21,0.468284405706453,2854940,"PG"
"438","J.J. Barea",808,152,302,26,2,-394,-22,113,74,1.68575173440957,4e+06,"PG"
"439","Raymond Felton",763,258,284,68,15,-405,-27,121,80,2.37015850541349,3950313,"PG"
"440","Devin Harris",487,138,118,60,13,-207,-39,66,64,1.65913622702398,4053000,"PG"
"441","Deron Williams",918,190,378,61,14,-454,-27,150,65,2.99158521444567,5500000,"PG"
"442","Mario Chalmers",595,143,211,80,12,-240,-43,101,55,2.65275428979261,4300000,"PG"
"443","Mike Conley",857,164,342,67,16,-402,-38,84,56,2.83083472584961,9588426,"PG"
"444","Bryce Cotton",4,0,0,0,0,0,0,0,5,0.0477937118590917,64622,"PG"
"445","Jordan Farmar",110,25,37,15,2,-58,0,18,12,2.51538391914682,191456,"PG"
"446","Russ Smith",23,9,11,5,1,-15,-5,7,15,0.450632069378919,816482,"PG"
"447","Elliot Williams",8,4,4,0,0,-8,-1,1,5,0.118989541612806,55722,"PG"
"448","Patrick Beverley",700,250,239,94,26,-336,-28,91,71,2.90952868720365,6500000,"PG"
"449","Andrew Goudelock",22,2,4,6,2,-11,-1,7,8,1.19749516896236,200600,"PG"
"450","Trey Burke",679,112,148,35,6,-372,-15,80,64,1.41535969907597,2658240,"PG"
"451","Erick Green",13,5,2,1,0,-7,0,0,6,0.339443265258303,99418,"PG"
"452","Shelvin Mack",355,106,149,26,3,-178,-13,81,28,3.16829066574613,2433333,"PG"
"453","Raul Neto",476,120,174,62,2,-238,-18,109,81,1.53647580041224,1e+06,"PG"
"454","Darren Collison",1035,169,318,76,4,-399,-32,130,74,2.42072066740753,5013559,"PG"
"455","Seth Curry",299,60,67,22,3,-122,-9,36,44,1.18168359158471,947276,"PG"
"456","Rajon Rondo",859,435,839,141,10,-427,-63,278,72,5.50534653069789,9500000,"PG"
"457","D.J. Augustin",325,52,132,25,2,-127,-17,54,28,2.21885108609037,3e+06,"PG"
"458","Emmanuel Mudiay",872,232,372,65,35,-576,-69,217,68,3.07721007651077,3102240,"PG"
"459","Jameer Nelson",299,115,190,25,5,-194,-5,66,39,2.41545168792709,4500000,"PG"
"460","Norris Cole",477,151,167,37,5,-288,-13,75,45,2.2789786822067,3036927,"PG"
"461","Toney Douglas",531,143,157,70,5,-262,-15,64,61,1.99917250634117,1164858,"PG"
"462","Jrue Holiday",1089,195,391,88,22,-525,-34,167,65,3.50983321785203,10595507,"PG"
"463","Nate Robinson",0,0,4,1,0,-1,0,0,2,0.568598918317122,44000,"PG"
"464","Tyus Jones",156,47,108,31,3,-100,-11,33,37,1.42584588818779,1282080,"PG"
"465","Ricky Rubio",766,326,658,162,10,-367,-48,193,76,4.42913743783985,12365000,"PG"
"466","Eric Bledsoe",632,125,190,63,19,-269,-34,110,31,4.68311377651993,13086957,"PG"
"467","Lorenzo Brown",20,7,11,3,1,-17,-1,9,8,1.04546796024212,111444,"PG"
"468","Archie Goodwin",505,142,118,27,13,-246,-63,100,57,1.32236755439799,1160160,"PG"
"469","Ronnie Price",331,99,147,74,13,-186,-10,70,62,2.06202909879463,1499187,"PG"
"470","Marcelo Huertas",237,90,182,26,7,-133,-2,80,53,1.93663989998954,525093,"PG"
"471","D'Angelo Russell",1054,274,266,93,13,-564,-50,196,80,2.63938588103246,5103120,"PG"
